date,flu_a_load,flu_b_load,rsv_load,sars_cov2_load,season_sin,season_cos
2023-04-09,0.0,4993608.323576538,0.0,87236792.02980125,0.9933953517278383,-0.11474177602566749
2023-04-16,0.0,2747368.200603972,0.0,89426025.0021884,0.9724190913312905,-0.23324045707043928
2023-04-23,472760.9853506572,453284.596763853,0.0,77374169.36058816,0.9373603151147408,-0.34836136359819486
2023-04-30,0.0,1389830.4460180681,0.0,39660661.805459425,0.8887267422037195,-0.45843732144314286
2023-05-07,1060689.4673967557,1119732.3298822136,0.0,74282707.03229637,0.8272226811273455,-0.5618742170882073
2023-05-14,0.0,532682.2337625506,0.0,56238143.97577362,0.7537388300638258,-0.6571740835227871
2023-05-21,0.0,454313.07704174926,0.0,22288365.477059,0.6693393778020698,-0.7429567937124865
2023-05-28,0.0,428126.7800604146,0.0,52780694.216684,0.5752465922225328,-0.8179800475172747
2023-06-04,0.0,565376.3674378829,0.0,33142815.248416785,0.4728231194859959,-0.8811573626087066
2023-06-11,604541.3449856522,0.0,0.0,168571739.3925039,0.3635522502723814,-0.9315738088428033
2023-06-18,0.0,3319582.3309312477,0.0,31728958.95568716,0.24901643885277955,-0.9684992582243312
2023-06-25,316015.32857393584,1201633.2911837706,295194.96779655106,31835248.835925605,0.1308743860801995,-0.9913989585772879
2023-07-16,0.0,0.0,0.0,21049151.80296875,-0.2279678939057896,-0.9736686496689512
2023-07-23,0.0,303726.66142215393,829097.6484876703,26950844.850126907,-0.34327707946926905,-0.9392341809746114
2023-07-30,0.0,273090.3858504942,0.0,26701248.028693914,-0.4536149466522629,-0.8911977783711451
2023-08-06,0.0,0.0,1498410.2112414273,40522534.07173741,-0.5573835889821389,-0.830255102202564
2023-08-13,496887.1646565949,249420.7496744331,247466.41498216183,35589723.45458211,-0.6530802351124095,-0.7572887207040125
2023-08-20,0.0,0.0,0.0,47774319.724958725,-0.7393190118685713,-0.6733553287007383
2023-08-27,0.0,0.0,0.0,16458922.209065638,-0.8148510143815274,-0.579670444616073
2023-09-03,557002.6126678059,0.0,0.0,81885961.60212377,-0.8785823926541031,-0.4775908074054518
2023-09-10,0.0,0.0,0.0,101160179.92398234,-0.9295901926320702,-0.36859472834302814
2023-09-17,0.0,688307.989108232,0.0,39609077.921284586,-0.9671357223702196,-0.2542606822051601
2023-09-24,0.0,676164.1168035382,605221.0378309062,117603088.92192456,-0.990675249725465,-0.1362444478919698
2023-10-01,0.0,2608149.186342698,1827211.4022959108,96915393.8711769,-0.9998678766536084,-0.016255129535149522
2023-10-08,0.0,1139908.8529593998,748724.4061280732,74132869.73732746,-0.9945804760746727,0.10396959464707627
2023-10-15,573708.4405448956,587569.6971667154,0.0,86584579.62090753,-0.9748896198114074,0.22268863730322982
2023-10-22,1407520.402894388,0.0,2683815.7619941714,114058237.6975308,-0.9410804696806755,0.3381827162727261
2023-10-29,760568.2493876286,1521172.249004389,2371731.7796406434,148782230.98352933,-0.8936426477968741,0.44877925312851974
2023-11-05,0.0,0.0,4641539.801563208,154224393.7442955,-0.833263145893403,0.5528765953590633
2023-11-12,0.0,4592854.0517664375,9524214.165418303,209946187.5104634,-0.7608163763489766,0.6489672114053316
2023-11-19,1597482.0737186586,3195034.6879553413,3048075.7436469295,365168359.7501789,-0.6773515089992289,0.7356595226437754
2023-11-26,1635440.2578641858,5624874.7876312705,8111699.610342641,486941973.41947204,-0.5840772771211428,0.8116980561457271
2023-12-03,4328779.292006221,5559251.819834995,17570074.588159055,527240278.91486794,-0.4823444726291631,0.8759816263621598
2023-12-10,8054057.5222560605,0.0,15001737.381869718,702815498.5679001,-0.3736263839865089,0.9275792824277426
2023-12-17,5917904.187545385,1309397.5652297942,15885851.832463322,472412049.7868119,-0.25949746012870334,0.9657437901362618
2023-12-24,17673899.6238946,1606324.3345004455,22495708.78491436,420318051.3688267,-0.1416105093871293,0.9899224533422392
2023-12-31,18518120.31327935,0.0,7567655.034671582,346809616.6198472,-0.021672763616436087,0.9997651180738534
2024-01-07,10931312.056373717,0.0,4372115.508053739,87546154.4289969,0.12012289230803276,0.9927590295452128
2024-01-14,43011506.09510871,1826922.7246531849,7343598.872802275,138012405.0215549,0.23850617198777344,0.9711409814871055
2024-01-21,41878934.869841054,2616208.625269748,10465813.855254147,86421171.900611,0.35343541937821843,0.9354589271202359
2024-01-28,26102787.776961066,0.0,3168521.6620724024,67091041.80552134,0.46324623590987735,0.8862296118474773
2024-02-04,26818697.924087737,1679718.0110580632,7730885.316048388,65313417.7754024,0.5663483478265068,0.8241659717036285
2024-02-11,12054102.715272315,798693.0367574928,868948.1563132735,39975881.930624984,0.6612486364356777,0.7501668086578858
2024-02-18,12023651.238772374,3605141.573292452,10222503.90923619,48748215.004141115,0.7465727613654504,0.6653037742168356
2024-02-25,4746177.398006437,0.0,937913.0383940232,16201509.524501435,0.821085063680431,0.5708058498306605
2024-03-03,5095255.8286506375,5062894.387697542,1483460.533735681,18902021.929618888,0.8837064606214575,0.46804154885639837
